Loan.number,Amount.Requested,Amount.Funded.By.Investors,Interest.Rate,Loan.Length,Loan.Purpose,Debt.To.Income.Ratio,State,Home.Ownership,Monthly.Income,FICO.Range,Open.CREDIT.Lines,Revolving.CREDIT.Balance,Inquiries.in.the.Last.6.Months,Employment.Length
60117,10000,10000,0.1212,36 months,debt_consolidation,0.0584,PA,RENT,4333.33,695-699,6,4665,0,1 year
101061,10000,10000,0.1409,36 months,debt_consolidation,0.1715,AZ,MORTGAGE,10416.67,670-674,12,12492,4,10+ years
95951,12000,12000,0.1311,36 months,credit_card,0.0610,IL,MORTGAGE,4833.33,665-669,9,12025,0,9 years
99334,12000,12000,0.1311,36 months,debt_consolidation,0.1832,NC,RENT,3916.67,690-694,14,12134,0,8 years
3079,20800,13796.59,0.1221,36 months,credit_card,0.1694,TX,MORTGAGE,5833.33,750-754,11,14337,0,10+ years
33181,8000,8000,0.1269,36 months,debt_consolidation,0.1710,SC,MORTGAGE,7083,695-699,11,9345,3,4 years
77578,10000,10000,0.1016,36 months,debt_consolidation,0.1198,CA,RENT,4166.67,705-709,9,10979,0,4 years
34744,6000,6000,0.1427,36 months,debt_consolidation,0.0764,IL,MORTGAGE,5184.75,675-679,8,14422,0,2 years
81395,4500,4500,0.1212,36 months,debt_consolidation,0.1432,AZ,RENT,1250,675-679,8,6265,0,5 years
27061,3600,3600,0.0749,36 months,medical,0.1572,TX,RENT,2500,740-744,8,650,0,< 1 year
70210,11200,11200,0.1580,36 months,debt_consolidation,0.1215,FL,RENT,2666.67,675-679,9,5666,1,10+ years
10441,4000,3925,0.1149,36 months,other,0.1398,VA,MORTGAGE,4700,695-699,7,19310,3,n/a
24517,6000,6000,0.1349,60 months,debt_consolidation,0.1434,KY,RENT,3458,690-694,6,2072,0,10+ years
76286,17000,17000,0.1311,36 months,debt_consolidation,0.1533,CO,MORTGAGE,10666.67,720-724,18,26539,1,10+ years
94792,8000,8000,0.1311,36 months,debt_consolidation,0.0674,UT,MORTGAGE,4583.33,665-669,13,9085,1,10+ years
4921,2800,2800,0.0740,36 months,educational,0.0796,MD,MORTGAGE,4158,805-809,12,562,0,8 years
56382,12375,12375,0.0603,36 months,debt_consolidation,0.1924,PA,MORTGAGE,6750,790-794,11,8135,0,1 year
96461,18825,18825,0.1727,60 months,credit_card,0.3315,MI,MORTGAGE,3583.33,690-694,12,13426,0,8 years
82091,9600,9600,0.1114,36 months,debt_consolidation,0.2362,CO,MORTGAGE,4389.92,715-719,10,2195,1,8 years
72589,14400,14400,0.1311,36 months,credit_card,0.1075,CA,RENT,5000,680-684,13,19772,0,8 years
14073,6000,6000,0.1756,60 months,vacation,0.1488,NJ,OWN,4416.67,660-664,9,28349,3,10+ years
48356,9000,9000,0.0603,36 months,major_purchase,0.0929,NY,MORTGAGE,14166.67,770-774,13,40909,0,4 years
14728,20000,19850,0.1186,60 months,wedding,0.1594,NJ,RENT,4166.67,735-739,11,3202,0,3 years
20698,15000,15000,0.1306,36 months,house,0.2269,FL,MORTGAGE,3750,685-689,12,21016,0,10+ years
94912,20000,20000,0.1114,60 months,debt_consolidation,0.2327,WA,MORTGAGE,9166.67,735-739,24,53494,2,10+ years
25018,13750,13750,0.1969,60 months,medical,0.2201,FL,MORTGAGE,2916.67,665-669,7,4690,2,2 years
103622,6000,6000,0.1719,60 months,home_improvement,0.1780,VA,MORTGAGE,13625,675-679,10,26688,4,10+ years
49201,20000,20000,0.0790,36 months,debt_consolidation,0.1032,AR,MORTGAGE,10400,735-739,14,15626,0,2 years
25680,12800,12800,0.1149,60 months,home_improvement,0.2004,NC,MORTGAGE,3333.33,720-724,13,24723,0,5 years
71671,6000,6000,0.0603,36 months,debt_consolidation,0.0777,NY,MORTGAGE,3666.67,780-784,19,6275,1,4 years
39314,12000,12000,0.0751,36 months,debt_consolidation,0.1330,CA,RENT,7166.67,735-739,16,13715,1,4 years
96016,12500,12500,0.1311,36 months,credit_card,0.2776,PA,RENT,3416.67,690-694,12,14174,0,6 years
37380,5000,5000,0.1758,36 months,other,0.0533,AZ,RENT,1800,665-669,2,1749,0,< 1 year
72539,4950,4950,0.1433,36 months,debt_consolidation,0.0895,FL,OWN,2916.67,675-679,11,7931,2,6 years
63746,30000,30000,0.1311,60 months,other,0.1632,CA,RENT,20416.67,755-759,6,0,0,2 years
90871,10000,10000,0.1212,36 months,debt_consolidation,0.1381,IL,MORTGAGE,6083.33,670-674,13,19263,1,8 years
46022,6000,6000,0.1465,36 months,debt_consolidation,0.1189,TX,MORTGAGE,14333.33,670-674,11,31640,1,10+ years
46841,24000,24000,0.0790,36 months,debt_consolidation,0.2087,TX,MORTGAGE,10166.67,750-754,15,29523,1,2 years
20801,14000,14000,0.1000,60 months,debt_consolidation,0.1040,NJ,MORTGAGE,11333.33,745-749,6,27477,0,4 years
24542,6000,6000,0.0749,36 months,credit_card,0.1933,IL,RENT,2100,715-719,8,2376,0,2 years
76320,22400,22400,0.1311,36 months,debt_consolidation,0.1608,PA,RENT,7375,690-694,8,9673,0,10+ years
43622,8000,8000,0.0790,36 months,vacation,0.0000,NY,RENT,7300,795-799,2,0,0,10+ years
63810,24575,24550,0.2049,36 months,credit_card,0.1928,CO,MORTGAGE,5166.67,665-669,8,23157,0,10+ years
104166,8000,8000,0.1483,60 months,credit_card,0.0629,NJ,MORTGAGE,4833.33,675-679,8,9676,4,6 years
93723,10000,10000,0.1433,36 months,debt_consolidation,0.1269,FL,MORTGAGE,7916.67,670-674,11,8271,3,6 years
38826,29000,27884.92,0.1065,60 months,debt_consolidation,0.0390,NH,MORTGAGE,15000,745-749,12,55964,0,10+ years
61123,5400,5400,0.0603,36 months,credit_card,0.0416,SD,OWN,2333.33,805-809,9,4224,0,6 years
75477,12375,12375,0.0662,36 months,debt_consolidation,0.3100,PA,MORTGAGE,3500,735-739,16,14037,0,2 years
54656,30000,30000,0.1629,60 months,debt_consolidation,0.2120,GA,MORTGAGE,6666.67,720-724,14,32854,2,10+ years
34996,5000,5000,0.0603,36 months,major_purchase,0.0292,NY,RENT,3033,770-774,7,3663,0,8 years
38741,6200,6200,0.1864,60 months,credit_card,0.1061,WA,MORTGAGE,4250,670-674,9,5936,3,9 years
29942,7000,7000,0.0749,36 months,major_purchase,0.0726,PA,OWN,6280,750-754,14,353,0,4 years
73179,29175,29175,0.2100,60 months,credit_card,0.0883,MA,RENT,12500,695-699,9,15308,2,4 years
29754,35000,33645.15,0.1749,60 months,debt_consolidation,0.0601,NY,MORTGAGE,16133.33,725-729,11,32222,0,2 years
24598,6000,6000,0.1689,60 months,debt_consolidation,0.0904,NY,RENT,2400,680-684,7,7261,2,2 years
40139,35000,35000,0.1242,60 months,debt_consolidation,0.1279,OK,MORTGAGE,12083.33,730-734,15,18385,0,< 1 year
3201,16400,12136.46,0.1379,36 months,small_business,0.1743,VA,MORTGAGE,6074.17,680-684,14,23831,2,1 year
28230,8450,8450,0.1349,60 months,major_purchase,0.1273,TX,MORTGAGE,1375,775-779,2,0,1,2 years
51424,18000,18000,0.1799,36 months,debt_consolidation,0.2018,WA,RENT,6916.67,665-669,15,23786,0,10+ years
28451,12375,12325,0.1349,36 months,debt_consolidation,0.2495,AZ,MORTGAGE,4416.67,675-679,7,32725,0,9 years
30070,10000,10000,0.0542,36 months,home_improvement,0.0169,CA,MORTGAGE,8000,795-799,6,8974,0,3 years
87108,2000,2000,0.1409,36 months,debt_consolidation,0.2846,MI,MORTGAGE,3513.33,680-684,18,23635,3,10+ years
98762,12000,12000,0.2198,60 months,debt_consolidation,0.1294,OH,MORTGAGE,2866.5,665-669,5,9626,1,10+ years
60055,5000,5000,0.0762,36 months,other,0.1632,MA,RENT,3750,740-744,6,1703,3,8 years
34591,12000,12000,0.0603,36 months,major_purchase,0.0255,MO,MORTGAGE,3416.67,785-789,6,3732,0,10+ years
57677,6000,6000,0.1399,36 months,home_improvement,0.1298,WY,MORTGAGE,10000,665-669,9,8230,0,5 years
24590,13000,12975,0.0999,60 months,home_improvement,0.0877,OH,MORTGAGE,10500,800-804,8,6810,0,10+ years
96693,4750,4700,0.1727,36 months,other,0.1833,FL,MORTGAGE,3583.33,755-759,11,2964,2,5 years
71481,10000,9925,0.1849,36 months,small_business,0.1337,OR,MORTGAGE,11250,665-669,13,16740,2,10+ years
80956,1000,1000,0.1531,36 months,moving,0.2465,NV,OWN,3176,675-679,6,10982,2,5 years
92077,9600,9600,0.1629,36 months,debt_consolidation,0.2650,TX,RENT,5166.67,670-674,14,5639,0,3 years
72346,3625,3625,0.1409,36 months,debt_consolidation,0.1132,FL,MORTGAGE,3895,665-669,9,12251,0,10+ years
96897,10000,10000,0.1311,36 months,debt_consolidation,0.0811,CO,OWN,3500,685-689,11,11401,1,10+ years
34644,19425,19400,0.1242,60 months,debt_consolidation,0.1845,CA,MORTGAGE,3225.23,745-749,10,6782,1,2 years
56674,8400,8400,0.1367,36 months,credit_card,0.1700,TX,RENT,4583.33,695-699,14,20318,2,5 years
24980,10000,10000,0.1399,36 months,debt_consolidation,0.1814,CA,RENT,4166.67,680-684,9,10545,1,3 years
13069,6000,6000,0.1323,36 months,debt_consolidation,0.2247,FL,MORTGAGE,9367,685-689,13,33815,0,1 year
70800,10000,10000,0.1433,36 months,debt_consolidation,0.2501,NV,RENT,4666.67,670-674,9,19479,0,10+ years
54229,6000,6000,0.1212,36 months,debt_consolidation,0.1639,NM,RENT,1312.08,675-679,7,12475,0,1 year
89139,16000,16000,0.1531,60 months,major_purchase,0.1574,NY,RENT,11250,675-679,10,15550,0,2 years
91401,22000,21925,0.1727,36 months,credit_card,0.1802,CA,MORTGAGE,8666.67,660-664,12,9317,2,10+ years
15083,25000,24950,0.2127,36 months,credit_card,0.0833,CA,MORTGAGE,12500,670-674,3,26057,0,10+ years
84592,13200,13200,0.1972,36 months,credit_card,0.0907,CA,MORTGAGE,5083.33,665-669,5,10771,0,10+ years
16548,24000,14450,0.0999,60 months,debt_consolidation,0.0808,AL,MORTGAGE,8083.33,765-769,9,13559,0,10+ years
3591,12250,2200,0.1505,36 months,debt_consolidation,0.2380,GA,MORTGAGE,7416.67,660-664,13,19136,1,8 years
91669,21000,21000,0.1114,60 months,debt_consolidation,0.1618,NY,MORTGAGE,7083.33,705-709,8,22298,1,9 years
66349,9000,9000,0.1433,36 months,credit_card,0.1536,CO,MORTGAGE,7083.33,685-689,19,11077,1,2 years
59388,5000,5000,0.1114,36 months,credit_card,0.1830,OH,RENT,4665.83,690-694,21,4677,0,4 years
44394,35000,34975,0.0890,36 months,debt_consolidation,0.1790,LA,OWN,8750,775-779,8,31600,3,< 1 year
85008,20000,20000,0.2198,60 months,credit_card,0.2548,NY,OTHER,6416.67,670-674,15,14115,0,10+ years
91394,12000,11975,0.0790,36 months,debt_consolidation,0.1278,VA,RENT,10000,705-709,9,23474,0,< 1 year
40061,10000,10000,0.1349,36 months,credit_card,0.2208,NY,RENT,6000,680-684,8,11088,0,3 years
9216,10750,10725,0.1311,36 months,debt_consolidation,0.1402,MI,MORTGAGE,4416.67,685-689,6,11525,0,10+ years
17731,4000,3975,0.1483,36 months,moving,0.2209,CA,RENT,5600,680-684,8,7900,1,5 years
84394,10450,10450,0.1311,36 months,debt_consolidation,0.2133,TX,RENT,2658.83,705-709,10,13371,1,10+ years
74496,3000,2950,0.0890,36 months,home_improvement,0.1680,NY,MORTGAGE,4166.67,725-729,4,8082,0,3 years
78960,11000,11000,0.1212,36 months,debt_consolidation,0.0583,CA,MORTGAGE,4583.33,695-699,11,12361,0,10+ years
76662,7500,7500,0.1311,36 months,debt_consolidation,0.0804,NJ,RENT,2796.8,690-694,4,4788,0,7 years
11174,7350,7325,0.1112,36 months,debt_consolidation,0.2015,OR,MORTGAGE,4000,710-714,17,33178,0,4 years
44650,10000,10000,0.1074,36 months,debt_consolidation,0.1042,NY,RENT,5000,720-724,6,5510,2,3 years
44434,8000,8000,0.1727,36 months,other,0.1220,MI,RENT,1750,665-669,9,5828,0,4 years
78935,33600,33600,0.2383,60 months,debt_consolidation,0.1911,UT,RENT,7666.67,660-664,18,12337,0,10+ years
36760,12000,12000,0.1527,60 months,credit_card,0.1685,VA,RENT,4333.33,700-704,15,17997,1,< 1 year
28305,5000,5000,0.1749,60 months,car,0.1671,PA,RENT,2400,670-674,6,2023,1,3 years
83591,10000,10000,0.1114,36 months,credit_card,0.1164,VA,MORTGAGE,12083.33,715-719,14,38378,1,2 years
84575,2075,2075,0.1016,36 months,debt_consolidation,0.2200,SC,RENT,2250,700-704,5,7195,0,2 years
103448,16000,15825,0.1682,36 months,credit_card,0.2030,TX,MORTGAGE,6250,665-669,18,30772,5,1 year
60833,6000,6000,0.1212,36 months,credit_card,0.3082,CT,MORTGAGE,4166.67,695-699,8,13250,1,n/a
55999,8600,8600,0.1399,36 months,credit_card,0.0909,CA,RENT,4500,680-684,6,11183,0,5 years
80302,16800,16800,0.0790,60 months,debt_consolidation,0.0334,FL,MORTGAGE,10666.67,815-819,7,4757,0,10+ years
44003,7200,7200,0.0751,36 months,medical,0.0443,NJ,RENT,3000,755-759,6,75,1,6 years
72532,9000,9000,0.1311,36 months,wedding,0.2488,CA,MORTGAGE,5000,700-704,12,4621,3,6 years
6211,10000,9767.84,0.1287,36 months,debt_consolidation,0.2128,GA,MORTGAGE,8333.33,715-719,24,9470,1,< 1 year
77113,11350,11350,0.1409,36 months,debt_consolidation,0.2741,AZ,RENT,2783.33,675-679,14,11031,0,< 1 year
71064,6000,6000,0.1727,60 months,home_improvement,0.1120,TX,MORTGAGE,8750,685-689,5,10980,2,6 years
62035,4000,4000,0.1212,36 months,small_business,0.1844,AL,RENT,2250,680-684,7,1955,0,< 1 year
46097,6400,6400,0.1074,36 months,debt_consolidation,0.1923,DC,RENT,3833.33,690-694,13,10451,0,< 1 year
50231,3000,3000,0.1825,36 months,debt_consolidation,0.2318,AL,MORTGAGE,4820,660-664,23,7949,3,7 years
15543,1125,1125,0.0579,36 months,credit_card,0.1768,FL,OWN,3083.33,750-754,8,3935,0,6 years
47985,28000,27950,0.1311,60 months,small_business,0.0000,CO,RENT,4806,795-799,6,0,1,4 years
90988,6000,6000,0.0890,36 months,credit_card,0.2457,CA,RENT,6666.67,685-689,22,6462,0,2 years
84341,5000,5000,0.0603,36 months,other,0.0611,TX,MORTGAGE,5416.67,795-799,13,4956,0,8 years
39507,20000,19975,0.2030,60 months,debt_consolidation,0.2091,AK,OWN,4916.67,665-669,16,32137,2,10+ years
31960,9200,9200,0.0749,36 months,credit_card,0.2152,PA,RENT,2416.67,730-734,10,21323,1,10+ years
84317,35000,35000,0.1311,60 months,other,0.1202,CA,MORTGAGE,20833.33,740-744,13,40765,0,5 years
77987,18000,18000,0.2049,60 months,debt_consolidation,0.2925,CA,RENT,3750,675-679,18,8165,0,6 years
29223,8250,8250,0.0749,36 months,credit_card,0.2419,CO,RENT,2100,720-724,7,9469,0,1 year
26120,1200,1200,0.0749,36 months,other,0.1788,AL,OWN,1666.67,710-714,10,9154,0,10+ years
20433,10000,10000,0.0963,36 months,credit_card,0.1796,NY,RENT,7500,705-709,8,52045,0,10+ years
92965,35000,35000,0.1727,60 months,debt_consolidation,0.1530,MA,MORTGAGE,9000,700-704,8,41226,1,10+ years
71638,18000,18000,0.1531,36 months,debt_consolidation,0.1556,NM,MORTGAGE,6666.67,690-694,10,21174,0,10+ years
29100,20000,19975,0.1839,60 months,debt_consolidation,0.1561,MD,MORTGAGE,7000,705-709,6,20642,2,10+ years
68581,5500,5500,0.1114,36 months,credit_card,0.3216,PA,OWN,1666.67,690-694,7,8826,0,3 years
97449,35000,35000,0.2247,60 months,debt_consolidation,0.1895,FL,OWN,9583.33,660-664,9,14184,1,n/a
78139,35000,35000,0.2198,60 months,credit_card,0.1468,NY,RENT,9166.67,695-699,12,37424,0,3 years
74944,20950,20875,0.2149,60 months,debt_consolidation,0.2756,NY,MORTGAGE,4500,675-679,15,24210,1,6 years
19701,1500,1500,0.0963,36 months,other,0.1698,AZ,MORTGAGE,7725,695-699,14,30626,0,6 years
52814,12000,12000,0.1999,36 months,debt_consolidation,0.1516,KY,RENT,4458.33,660-664,8,13935,1,4 years
66454,10000,9975,0.1433,36 months,debt_consolidation,0.1300,CA,MORTGAGE,3625,690-694,10,8464,2,< 1 year
60768,9750,9750,0.1849,36 months,debt_consolidation,0.1159,TX,OWN,2666.67,660-664,7,8172,0,3 years
29410,5600,5575,0.0749,36 months,debt_consolidation,0.2474,WA,RENT,2583,740-744,6,2454,1,2 years
44334,11200,11200,0.1311,60 months,debt_consolidation,0.1173,CA,MORTGAGE,3333.33,720-724,8,8747,0,10+ years
20640,4000,3975,0.1343,36 months,small_business,0.0760,PA,RENT,1750,670-674,7,7178,3,< 1 year
45821,7000,7000,0.0890,36 months,small_business,0.1579,PA,MORTGAGE,4700,700-704,12,7012,0,1 year
91412,18000,18000,0.0603,36 months,debt_consolidation,0.1075,CA,MORTGAGE,7916.67,735-739,13,14007,2,7 years
17850,5000,5000,0.1261,36 months,debt_consolidation,0.1340,CA,RENT,2000,695-699,9,1753,0,2 years
15285,10000,9975,0.0925,36 months,small_business,0.0560,VA,RENT,4000,705-709,7,8528,0,< 1 year
26894,9800,9800,0.1969,60 months,debt_consolidation,0.1489,RI,MORTGAGE,5340.25,665-669,8,5350,1,2 years
98259,20000,19975,0.1212,36 months,credit_card,0.1982,UT,MORTGAGE,6750,685-689,14,21637,0,5 years
102079,5100,4950,0.1829,36 months,debt_consolidation,0.2567,NJ,RENT,3000,640-644,14,5004,6,< 1 year
60684,8875,8875,0.1114,36 months,debt_consolidation,0.3170,TX,RENT,2160,700-704,19,17422,0,10+ years
27607,4400,4400,0.0599,36 months,major_purchase,0.1793,PA,OWN,4000,765-769,6,9945,1,5 years
38688,35000,23350,0.1171,60 months,small_business,0.0807,CA,MORTGAGE,7500,745-749,6,5660,0,3 years
72991,3000,3000,0.1849,36 months,credit_card,0.1607,NJ,OWN,2916.67,660-664,9,6403,0,< 1 year
36061,4800,4800,0.1242,36 months,moving,0.0531,NY,RENT,3500,690-694,8,5093,0,5 years
40081,5375,5375,0.1171,36 months,debt_consolidation,0.2875,KY,MORTGAGE,2166.67,720-724,5,15475,1,8 years
30824,14000,14000,0.1199,60 months,debt_consolidation,0.1952,TX,MORTGAGE,6333.33,705-709,12,32213,0,< 1 year
14118,19800,19775,0.1323,36 months,credit_card,0.2009,MO,MORTGAGE,6666.67,730-734,8,31220,0,< 1 year
57483,13025,13025,0.1311,36 months,credit_card,0.0775,UT,MORTGAGE,4333.33,675-679,6,13029,0,10+ years
74764,18000,18000,0.1849,36 months,debt_consolidation,0.2056,CA,RENT,9333.33,675-679,12,37526,1,6 years
1670,2500,2275.77,0.0768,36 months,major_purchase,0.1759,OR,MORTGAGE,3666.67,785-789,6,406,0,10+ years
15094,5000,4985.44,0.0714,36 months,debt_consolidation,0.1140,CT,OWN,4166.67,755-759,6,16666,1,5 years
63651,4500,4500,0.1114,36 months,credit_card,0.0973,CT,RENT,2916.67,685-689,13,4265,0,4 years
72750,15000,15000,0.0890,36 months,debt_consolidation,0.0856,MO,RENT,7500,740-744,8,8343,1,< 1 year
85468,35000,35000,0.2049,60 months,debt_consolidation,0.1184,TX,MORTGAGE,18750,715-719,14,41707,2,1 year
31815,4500,4500,0.0849,36 months,credit_card,0.0254,TX,RENT,2166.67,795-799,2,527,1,3 years
75818,4500,4500,0.1727,36 months,debt_consolidation,0.1659,PA,RENT,4666.67,675-679,24,893,1,3 years
14231,1450,1450,0.0751,36 months,other,0.2220,MA,RENT,833.33,740-744,9,709,0,n/a
4537,6000,6000,0.1496,36 months,small_business,0.1155,TX,RENT,7083.33,760-764,7,5341,0,2 years
16023,4500,4500,0.0654,36 months,medical,0.1582,NC,MORTGAGE,3250,725-729,16,6049,0,10+ years
36134,14000,14000,0.0662,36 months,debt_consolidation,0.2018,TX,RENT,4583.33,750-754,15,15890,1,10+ years
87110,15000,15000,0.0603,36 months,debt_consolidation,0.0872,MA,MORTGAGE,12000,800-804,17,13151,0,2 years
28467,22000,14550,0.1099,60 months,debt_consolidation,0.1583,TX,MORTGAGE,5243.75,760-764,18,14115,0,2 years
928,10000,1300,0.1103,36 months,credit_card,0.1103,GA,MORTGAGE,6666.67,695-699,8,43712,0,4 years
84897,35000,35000,0.2049,36 months,debt_consolidation,0.2082,TX,MORTGAGE,12333.33,700-704,23,36870,0,10+ years
63224,10000,10000,0.2049,36 months,debt_consolidation,0.1875,TX,RENT,5250,685-689,25,3802,1,3 years
103951,6000,6000,0.1398,60 months,medical,0.2429,CA,RENT,2400,695-699,11,6069,4,9 years
72766,10000,10000,0.1580,36 months,debt_consolidation,0.1310,AK,MORTGAGE,4458.33,675-679,7,6413,1,< 1 year
4843,10000,9950,0.0894,36 months,debt_consolidation,0.1373,CO,RENT,3125,785-789,5,417,2,1 year
101907,12000,3639.28,0.1330,36 months,debt_consolidation,0.1277,CA,RENT,3000,660-664,15,8480,4,6 years
40756,9600,9600,0.1465,36 months,credit_card,0.0221,CA,RENT,5833.33,675-679,7,5879,1,7 years
27030,17800,17775,0.2211,60 months,debt_consolidation,0.0586,NC,RENT,7000,660-664,9,6708,0,6 years
69983,2000,2000,0.0762,36 months,major_purchase,0.2469,TX,MORTGAGE,4333.33,765-769,10,2792,4,10+ years
100440,18825,18825,0.2100,60 months,debt_consolidation,0.1922,CT,RENT,4583.33,680-684,8,17292,2,10+ years
21657,3000,2509.17,0.1306,36 months,house,0.1206,NV,RENT,2571.42,705-709,2,0,3,6 years
78336,2000,2000,0.1311,36 months,debt_consolidation,0.1913,KY,RENT,2916.67,670-674,7,4376,0,10+ years
83749,9000,9000,0.1777,36 months,debt_consolidation,0.1372,CA,RENT,4583.33,670-674,14,21175,1,5 years
96051,5750,5750,0.1311,36 months,credit_card,0.2424,NY,RENT,1675,705-709,18,8035,0,4 years
55598,21725,21725,0.1922,60 months,debt_consolidation,0.2248,LA,OWN,3629.58,675-679,7,19685,0,10+ years
92347,20000,20000,0.0790,36 months,debt_consolidation,0.3328,NY,RENT,8666.67,725-729,9,33067,0,3 years
34650,15350,15325,0.1349,60 months,debt_consolidation,0.2863,WA,MORTGAGE,3200,730-734,6,9946,1,10+ years
63101,8400,8400,0.1433,36 months,debt_consolidation,0.1161,CA,RENT,3333.33,670-674,11,2060,0,< 1 year
29797,4500,4500,0.0749,36 months,credit_card,0.2763,OR,RENT,2700,720-724,13,9341,0,4 years
58924,9950,9950,0.1531,36 months,wedding,0.0784,CA,RENT,2833.33,675-679,7,4904,2,n/a
42772,15000,15000,0.0790,36 months,debt_consolidation,0.2075,IL,MORTGAGE,2583.33,725-729,10,9608,0,3 years
8626,10000,9850,0.1099,36 months,other,0.1923,VA,MORTGAGE,9150,705-709,16,43256,2,10+ years
20234,12000,10400,0.1825,60 months,car,0.1211,CA,RENT,5600,660-664,7,2409,1,3 years
1677,8000,3862.32,0.1221,36 months,other,0.1329,GA,MORTGAGE,12500,695-699,10,93265,1,10+ years
35161,3000,3000,0.0603,36 months,debt_consolidation,0.1103,NY,MORTGAGE,7500,765-769,13,10585,0,n/a
64339,15000,15000,0.1433,36 months,debt_consolidation,0.2725,TX,MORTGAGE,7500,680-684,13,27872,0,10+ years
100635,12700,12700,0.1777,36 months,debt_consolidation,0.2394,AL,MORTGAGE,3333.33,685-689,14,9655,3,n/a
23566,16000,15745.73,0.1111,60 months,debt_consolidation,0.0990,MO,RENT,2958.33,765-769,6,8943,2,< 1 year
60832,7200,7200,0.0790,36 months,debt_consolidation,0.2174,TX,RENT,4300,710-714,7,33189,0,10+ years
29595,30000,30000,0.2025,60 months,debt_consolidation,0.1046,VA,MORTGAGE,12500,695-699,10,43491,3,5 years
48620,20125,20125,0.1465,36 months,debt_consolidation,0.1788,FL,MORTGAGE,10353.33,695-699,11,23698,1,7 years
40753,12000,12000,0.1527,36 months,credit_card,0.1646,PA,OWN,2516.67,670-674,9,2174,2,5 years
9820,5000,4950,0.1062,60 months,home_improvement,0.1123,CA,MORTGAGE,5200,745-749,6,1941,1,5 years
7606,8000,7989.96,0.1136,36 months,other,0.0527,CA,MORTGAGE,13389.15,705-709,6,7351,1,3 years
32191,3600,3600,0.0662,36 months,credit_card,0.0935,TX,RENT,2000,735-739,17,1710,0,1 year
3414,8800,8350,0.0963,36 months,wedding,0.0489,GA,MORTGAGE,5479,755-759,5,6055,0,6 years
51742,18000,17925,0.1922,60 months,debt_consolidation,0.2136,CA,RENT,6867.92,690-694,13,19446,0,10+ years
98167,20000,20000,0.2376,60 months,debt_consolidation,0.1875,VA,MORTGAGE,6266.67,660-664,25,10784,3,10+ years
31654,4350,4350,0.0599,36 months,house,0.0312,CA,OWN,2600,780-784,5,866,0,< 1 year
26652,12000,11975,0.1099,60 months,home_improvement,0.0404,NY,MORTGAGE,3416.67,735-739,10,6935,0,< 1 year
54076,5400,5400,0.1367,36 months,debt_consolidation,0.1542,CA,RENT,1666.67,680-684,6,2533,0,4 years
19695,12000,11950,0.1268,60 months,debt_consolidation,0.2272,NY,RENT,5000,700-704,19,9002,0,n/a
62644,12000,12000,0.1777,36 months,debt_consolidation,0.2448,MI,OWN,3333.33,665-669,12,16984,0,10+ years
53454,6700,6700,0.0790,36 months,credit_card,0.2219,KS,RENT,2708.33,705-709,10,6627,0,2 years
40692,3750,3750,0.1171,36 months,debt_consolidation,0.1698,CA,RENT,1650,675-679,6,8101,0,4 years
55177,8000,8000,0.1367,36 months,other,0.2350,NJ,RENT,2791.67,685-689,5,27151,0,< 1 year
24187,4500,4500,0.1149,36 months,other,0.0926,CA,RENT,3500,695-699,5,7247,0,2 years
20979,6000,5975,0.1714,60 months,small_business,0.0660,FL,MORTGAGE,2500,660-664,5,5087,0,8 years
81254,19400,19400,0.2328,60 months,credit_card,0.0930,NC,MORTGAGE,6000,660-664,5,28921,0,10+ years
13413,25000,15600,0.1793,60 months,small_business,0.1994,CA,RENT,5416.67,690-694,13,24810,0,10+ years
34871,8800,8800,0.1427,36 months,debt_consolidation,0.0957,IL,RENT,3833.33,695-699,4,8130,1,4 years
44681,4800,4800,0.1399,36 months,medical,0.0739,OH,RENT,5833.33,680-684,9,170,2,1 year
73773,5175,5175,0.1777,36 months,credit_card,0.2293,NY,RENT,1500,660-664,9,8577,1,5 years
12248,10000,9999.36,0.1075,60 months,home_improvement,0.0405,MD,MORTGAGE,8750,795-799,7,0,1,2 years
83704,12000,12000,0.1114,36 months,other,0.0785,VA,RENT,6666.67,720-724,11,4428,2,9 years
43610,5000,5000,0.0751,36 months,other,0.1140,FL,RENT,1666.67,750-754,4,7968,0,10+ years
43017,33600,33600,0.1727,60 months,debt_consolidation,0.1508,NY,RENT,5416.67,730-734,5,20514,1,8 years
80198,10000,10000,0.1311,36 months,debt_consolidation,0.2913,TX,MORTGAGE,8750,700-704,13,11125,2,< 1 year
91989,12000,11975,0.1629,36 months,other,0.1429,AZ,MORTGAGE,8541.67,695-699,5,5890,3,10+ years
87119,4000,4000,0.1433,36 months,renewable_energy,0.2274,MD,RENT,1666.67,665-669,7,278,0,3 years
66132,20000,20000,0.1580,36 months,credit_card,0.1313,CT,RENT,5000,690-694,10,17981,1,3 years
73203,12000,12000,0.1409,36 months,debt_consolidation,0.1949,CA,RENT,6166.67,675-679,13,6499,0,6 years
76842,17500,17500,0.2100,60 months,home_improvement,0.0178,NY,RENT,4166.67,685-689,7,3377,3,10+ years
41741,10000,10000,0.1171,36 months,credit_card,0.2118,FL,OWN,3333.33,690-694,8,7579,0,1 year
8127,3000,3000,0.1422,36 months,moving,0.1005,MA,RENT,9166.67,665-669,15,22698,2,6 years
4750,5600,5592.37,0.0859,36 months,credit_card,0.0834,NJ,MORTGAGE,3250,735-739,9,2639,1,5 years
